stem,image_path,iou,dice,ap
cju1gv7106qd008784gk603mg,/Users/brian/Desktop/VCL318/Swin-ViT/ViTUnet vs SwinUnet/Dataset/processed/Kvasir-SEG/images/cju1gv7106qd008784gk603mg.jpg,0.94943,0.974059,0.997674
cju1h5w4wxajx0835mc954kxy,/Users/brian/Desktop/VCL318/Swin-ViT/ViTUnet vs SwinUnet/Dataset/processed/Kvasir-SEG/images/cju1h5w4wxajx0835mc954kxy.jpg,0.963641,0.981484,0.998948
cju1h89h6xbnx08352k2790o9,/Users/brian/Desktop/VCL318/Swin-ViT/ViTUnet vs SwinUnet/Dataset/processed/Kvasir-SEG/images/cju1h89h6xbnx08352k2790o9.jpg,0.971562,0.985576,0.999444
cju1haab178i70799tk9z8y8x,/Users/brian/Desktop/VCL318/Swin-ViT/ViTUnet vs SwinUnet/Dataset/processed/Kvasir-SEG/images/cju1haab178i70799tk9z8y8x.jpg,0.970887,0.985228,0.999535
cju1hhj6mxfp90835n3wofrap,/Users/brian/Desktop/VCL318/Swin-ViT/ViTUnet vs SwinUnet/Dataset/processed/Kvasir-SEG/images/cju1hhj6mxfp90835n3wofrap.jpg,0.95143,0.975111,0.998375
cju1hirfi7ekp0855q0vgm9qq,/Users/brian/Desktop/VCL318/Swin-ViT/ViTUnet vs SwinUnet/Dataset/processed/Kvasir-SEG/images/cju1hirfi7ekp0855q0vgm9qq.jpg,0.828056,0.905942,0.953179
cju1hmff8tkp809931jps6fbr,/Users/brian/Desktop/VCL318/Swin-ViT/ViTUnet vs SwinUnet/Dataset/processed/Kvasir-SEG/images/cju1hmff8tkp809931jps6fbr.jpg,0.905633,0.95048,0.987505
cju1hp9i2xu8e0988u2dazk7m,/Users/brian/Desktop/VCL318/Swin-ViT/ViTUnet vs SwinUnet/Dataset/processed/Kvasir-SEG/images/cju1hp9i2xu8e0988u2dazk7m.jpg,0.967419,0.98344,0.999112
cju1hs0za7jha0855vj0mdrjt,/Users/brian/Desktop/VCL318/Swin-ViT/ViTUnet vs SwinUnet/Dataset/processed/Kvasir-SEG/images/cju1hs0za7jha0855vj0mdrjt.jpg,0.975296,0.987494,0.999598
cju1hyolc7aqu0878rrkfn1lr,/Users/brian/Desktop/VCL318/Swin-ViT/ViTUnet vs SwinUnet/Dataset/processed/Kvasir-SEG/images/cju1hyolc7aqu0878rrkfn1lr.jpg,0.97097,0.985271,0.99959
cju2hdr06v2bq0799mbm3bks1,/Users/brian/Desktop/VCL318/Swin-ViT/ViTUnet vs SwinUnet/Dataset/processed/Kvasir-SEG/images/cju2hdr06v2bq0799mbm3bks1.jpg,0.977184,0.988461,0.999817
cju2hewssldzx0835ep795xu0,/Users/brian/Desktop/VCL318/Swin-ViT/ViTUnet vs SwinUnet/Dataset/processed/Kvasir-SEG/images/cju2hewssldzx0835ep795xu0.jpg,0.955224,0.977099,0.998996
cju2hfqnmhisa0993gpleeldd,/Users/brian/Desktop/VCL318/Swin-ViT/ViTUnet vs SwinUnet/Dataset/processed/Kvasir-SEG/images/cju2hfqnmhisa0993gpleeldd.jpg,0.878876,0.935534,0.990055
cju2hgsptlfam0835o3b59h1o,/Users/brian/Desktop/VCL318/Swin-ViT/ViTUnet vs SwinUnet/Dataset/processed/Kvasir-SEG/images/cju2hgsptlfam0835o3b59h1o.jpg,0.930038,0.963751,0.997492
cju2hjrqcvi2j0801bx1i6gxg,/Users/brian/Desktop/VCL318/Swin-ViT/ViTUnet vs SwinUnet/Dataset/processed/Kvasir-SEG/images/cju2hjrqcvi2j0801bx1i6gxg.jpg,0.859202,0.92427,0.993758
cju2hlm19vjjf0801o69qnber,/Users/brian/Desktop/VCL318/Swin-ViT/ViTUnet vs SwinUnet/Dataset/processed/Kvasir-SEG/images/cju2hlm19vjjf0801o69qnber.jpg,0.972153,0.98588,0.999416
cju2hos57llxm08359g92p6jj,/Users/brian/Desktop/VCL318/Swin-ViT/ViTUnet vs SwinUnet/Dataset/processed/Kvasir-SEG/images/cju2hos57llxm08359g92p6jj.jpg,0.975026,0.987355,0.999505
cju2hqt33lmra0988fr5ijv8j,/Users/brian/Desktop/VCL318/Swin-ViT/ViTUnet vs SwinUnet/Dataset/processed/Kvasir-SEG/images/cju2hqt33lmra0988fr5ijv8j.jpg,0.976412,0.988065,0.999612
cju2htabevq9108015qjei0x7,/Users/brian/Desktop/VCL318/Swin-ViT/ViTUnet vs SwinUnet/Dataset/processed/Kvasir-SEG/images/cju2htabevq9108015qjei0x7.jpg,0.978684,0.989227,0.999675
cju2hugv9vget0799hhk7ksvg,/Users/brian/Desktop/VCL318/Swin-ViT/ViTUnet vs SwinUnet/Dataset/processed/Kvasir-SEG/images/cju2hugv9vget0799hhk7ksvg.jpg,0.93772,0.967859,0.997703
cju2hw5gjlr5h0988so2qqres,/Users/brian/Desktop/VCL318/Swin-ViT/ViTUnet vs SwinUnet/Dataset/processed/Kvasir-SEG/images/cju2hw5gjlr5h0988so2qqres.jpg,0.912348,0.954165,0.995669
cju2hx006vidl0799igm81vmh,/Users/brian/Desktop/VCL318/Swin-ViT/ViTUnet vs SwinUnet/Dataset/processed/Kvasir-SEG/images/cju2hx006vidl0799igm81vmh.jpg,0.952096,0.97546,0.999383
cju2i03ptvkiu0799xbbd4det,/Users/brian/Desktop/VCL318/Swin-ViT/ViTUnet vs SwinUnet/Dataset/processed/Kvasir-SEG/images/cju2i03ptvkiu0799xbbd4det.jpg,0.958025,0.978563,0.999215
cju2i3hzclw3o0988rrgh911i,/Users/brian/Desktop/VCL318/Swin-ViT/ViTUnet vs SwinUnet/Dataset/processed/Kvasir-SEG/images/cju2i3hzclw3o0988rrgh911i.jpg,0.986589,0.993249,0.999867
cju2i6acqvo6l0799u20fift8,/Users/brian/Desktop/VCL318/Swin-ViT/ViTUnet vs SwinUnet/Dataset/processed/Kvasir-SEG/images/cju2i6acqvo6l0799u20fift8.jpg,0.973403,0.986523,0.999382
cju2i8br1vqtd08784u6vmcjk,/Users/brian/Desktop/VCL318/Swin-ViT/ViTUnet vs SwinUnet/Dataset/processed/Kvasir-SEG/images/cju2i8br1vqtd08784u6vmcjk.jpg,0.981344,0.990584,0.999717
cju2iatlki5u309930zmgkv6h,/Users/brian/Desktop/VCL318/Swin-ViT/ViTUnet vs SwinUnet/Dataset/processed/Kvasir-SEG/images/cju2iatlki5u309930zmgkv6h.jpg,0.974647,0.987161,0.999431
cju2igw4gvxds0878808qj398,/Users/brian/Desktop/VCL318/Swin-ViT/ViTUnet vs SwinUnet/Dataset/processed/Kvasir-SEG/images/cju2igw4gvxds0878808qj398.jpg,0.978043,0.9889,0.999591
cju2ij9uiic2l09933ljiv6gm,/Users/brian/Desktop/VCL318/Swin-ViT/ViTUnet vs SwinUnet/Dataset/processed/Kvasir-SEG/images/cju2ij9uiic2l09933ljiv6gm.jpg,0.907855,0.951702,0.994879
cju2lberzkdzm09938cl40pog,/Users/brian/Desktop/VCL318/Swin-ViT/ViTUnet vs SwinUnet/Dataset/processed/Kvasir-SEG/images/cju2lberzkdzm09938cl40pog.jpg,0.972852,0.986239,0.999408
cju2lcyfgkf5809932fn9gucn,/Users/brian/Desktop/VCL318/Swin-ViT/ViTUnet vs SwinUnet/Dataset/processed/Kvasir-SEG/images/cju2lcyfgkf5809932fn9gucn.jpg,0.953614,0.976257,0.998754
cju2lejzcy4pc0878c9rlonot,/Users/brian/Desktop/VCL318/Swin-ViT/ViTUnet vs SwinUnet/Dataset/processed/Kvasir-SEG/images/cju2lejzcy4pc0878c9rlonot.jpg,0.981319,0.990572,0.999747
cju2lyynuymli0855g7fxgbhe,/Users/brian/Desktop/VCL318/Swin-ViT/ViTUnet vs SwinUnet/Dataset/processed/Kvasir-SEG/images/cju2lyynuymli0855g7fxgbhe.jpg,0.930012,0.963737,0.99718
cju2lz8vqktne0993fuym6drw,/Users/brian/Desktop/VCL318/Swin-ViT/ViTUnet vs SwinUnet/Dataset/processed/Kvasir-SEG/images/cju2lz8vqktne0993fuym6drw.jpg,0.95931,0.979232,0.998718
cju2m56cryvqd0801gtn2yp8t,/Users/brian/Desktop/VCL318/Swin-ViT/ViTUnet vs SwinUnet/Dataset/processed/Kvasir-SEG/images/cju2m56cryvqd0801gtn2yp8t.jpg,0.96582,0.982613,0.999268
cju2m71z2ywwv080131bcrsd3,/Users/brian/Desktop/VCL318/Swin-ViT/ViTUnet vs SwinUnet/Dataset/processed/Kvasir-SEG/images/cju2m71z2ywwv080131bcrsd3.jpg,0.960096,0.979642,0.998054
cju2ma647l0nj0993ot4deq2q,/Users/brian/Desktop/VCL318/Swin-ViT/ViTUnet vs SwinUnet/Dataset/processed/Kvasir-SEG/images/cju2ma647l0nj0993ot4deq2q.jpg,0.952098,0.975461,0.998855
cju2mfjndoz700988b9lc3zeq,/Users/brian/Desktop/VCL318/Swin-ViT/ViTUnet vs SwinUnet/Dataset/processed/Kvasir-SEG/images/cju2mfjndoz700988b9lc3zeq.jpg,0.960186,0.979689,0.998842
cju2mh8t6p07008350e01tx2a,/Users/brian/Desktop/VCL318/Swin-ViT/ViTUnet vs SwinUnet/Dataset/processed/Kvasir-SEG/images/cju2mh8t6p07008350e01tx2a.jpg,0.96731,0.983383,0.999316
cju2nbdpmlmcj0993s1cht0dz,/Users/brian/Desktop/VCL318/Swin-ViT/ViTUnet vs SwinUnet/Dataset/processed/Kvasir-SEG/images/cju2nbdpmlmcj0993s1cht0dz.jpg,0.97041,0.984983,0.999333
cju2nd7l7z98o0799gfjvyfmw,/Users/brian/Desktop/VCL318/Swin-ViT/ViTUnet vs SwinUnet/Dataset/processed/Kvasir-SEG/images/cju2nd7l7z98o0799gfjvyfmw.jpg,0.974254,0.986959,0.999681
cju2nfnvxzdkd0878399axlco,/Users/brian/Desktop/VCL318/Swin-ViT/ViTUnet vs SwinUnet/Dataset/processed/Kvasir-SEG/images/cju2nfnvxzdkd0878399axlco.jpg,0.964018,0.98168,0.999236
cju2nguelpmlj0835rojdn097,/Users/brian/Desktop/VCL318/Swin-ViT/ViTUnet vs SwinUnet/Dataset/processed/Kvasir-SEG/images/cju2nguelpmlj0835rojdn097.jpg,0.961861,0.98056,0.999007
cju2nnqrqzp580855z8mhzgd6,/Users/brian/Desktop/VCL318/Swin-ViT/ViTUnet vs SwinUnet/Dataset/processed/Kvasir-SEG/images/cju2nnqrqzp580855z8mhzgd6.jpg,0.981787,0.99081,0.999782
cju2np2k9zi3v079992ypxqkn,/Users/brian/Desktop/VCL318/Swin-ViT/ViTUnet vs SwinUnet/Dataset/processed/Kvasir-SEG/images/cju2np2k9zi3v079992ypxqkn.jpg,0.967887,0.983682,0.999117
cju2nqapmzvk20801f9us40dx,/Users/brian/Desktop/VCL318/Swin-ViT/ViTUnet vs SwinUnet/Dataset/processed/Kvasir-SEG/images/cju2nqapmzvk20801f9us40dx.jpg,0.948593,0.973618,0.998736
cju2nsmwjlzyl0993jl80chvz,/Users/brian/Desktop/VCL318/Swin-ViT/ViTUnet vs SwinUnet/Dataset/processed/Kvasir-SEG/images/cju2nsmwjlzyl0993jl80chvz.jpg,0.949703,0.974203,0.99868
cju2ntxtdzlvu0799xl3j9pan,/Users/brian/Desktop/VCL318/Swin-ViT/ViTUnet vs SwinUnet/Dataset/processed/Kvasir-SEG/images/cju2ntxtdzlvu0799xl3j9pan.jpg,0.915289,0.955771,0.997354
cju2nyc5f02m40801ojqbtiea,/Users/brian/Desktop/VCL318/Swin-ViT/ViTUnet vs SwinUnet/Dataset/processed/Kvasir-SEG/images/cju2nyc5f02m40801ojqbtiea.jpg,0.976744,0.988235,0.999628
cju2oi8sq0i2y0801mektzvw8,/Users/brian/Desktop/VCL318/Swin-ViT/ViTUnet vs SwinUnet/Dataset/processed/Kvasir-SEG/images/cju2oi8sq0i2y0801mektzvw8.jpg,0.981705,0.990768,0.999761
cju2okvco06xc0799kxe5n1qh,/Users/brian/Desktop/VCL318/Swin-ViT/ViTUnet vs SwinUnet/Dataset/processed/Kvasir-SEG/images/cju2okvco06xc0799kxe5n1qh.jpg,0.969936,0.984739,0.9993
cju2omjpeqj5a0988pjdlb8l1,/Users/brian/Desktop/VCL318/Swin-ViT/ViTUnet vs SwinUnet/Dataset/processed/Kvasir-SEG/images/cju2omjpeqj5a0988pjdlb8l1.jpg,0.982029,0.990933,0.999789
cju2oo0wh0bqy0878biujeyhe,/Users/brian/Desktop/VCL318/Swin-ViT/ViTUnet vs SwinUnet/Dataset/processed/Kvasir-SEG/images/cju2oo0wh0bqy0878biujeyhe.jpg,0.97271,0.986166,0.999423
cju2oq5570avm079959o20op1,/Users/brian/Desktop/VCL318/Swin-ViT/ViTUnet vs SwinUnet/Dataset/processed/Kvasir-SEG/images/cju2oq5570avm079959o20op1.jpg,0.895005,0.944594,0.993702
cju2osuru0ki00855txo0n3uu,/Users/brian/Desktop/VCL318/Swin-ViT/ViTUnet vs SwinUnet/Dataset/processed/Kvasir-SEG/images/cju2osuru0ki00855txo0n3uu.jpg,0.972444,0.986029,0.999478
cju2otvvv0l7z0855x7we8cb0,/Users/brian/Desktop/VCL318/Swin-ViT/ViTUnet vs SwinUnet/Dataset/processed/Kvasir-SEG/images/cju2otvvv0l7z0855x7we8cb0.jpg,0.951731,0.975269,0.998585
cju2ouil2mssu0993hvxsed6d,/Users/brian/Desktop/VCL318/Swin-ViT/ViTUnet vs SwinUnet/Dataset/processed/Kvasir-SEG/images/cju2ouil2mssu0993hvxsed6d.jpg,0.934959,0.966387,0.998
cju2p0eveqtdc0835gpi3p93i,/Users/brian/Desktop/VCL318/Swin-ViT/ViTUnet vs SwinUnet/Dataset/processed/Kvasir-SEG/images/cju2p0eveqtdc0835gpi3p93i.jpg,0.967434,0.983447,0.998931
cju2p4ddkmzxj0993p94o62av,/Users/brian/Desktop/VCL318/Swin-ViT/ViTUnet vs SwinUnet/Dataset/processed/Kvasir-SEG/images/cju2p4ddkmzxj0993p94o62av.jpg,0.969669,0.984601,0.999318
cju2p91qir00k08350ddfif0w,/Users/brian/Desktop/VCL318/Swin-ViT/ViTUnet vs SwinUnet/Dataset/processed/Kvasir-SEG/images/cju2p91qir00k08350ddfif0w.jpg,0.96957,0.98455,0.999303
cju2pag1f0s4r0878h52uq83s,/Users/brian/Desktop/VCL318/Swin-ViT/ViTUnet vs SwinUnet/Dataset/processed/Kvasir-SEG/images/cju2pag1f0s4r0878h52uq83s.jpg,0.85418,0.921356,0.98493
cju2phaksnahz0993yxogjcpv,/Users/brian/Desktop/VCL318/Swin-ViT/ViTUnet vs SwinUnet/Dataset/processed/Kvasir-SEG/images/cju2phaksnahz0993yxogjcpv.jpg,0.965041,0.982209,0.999205
cju2pjb9v0ywn0878j5g5n69j,/Users/brian/Desktop/VCL318/Swin-ViT/ViTUnet vs SwinUnet/Dataset/processed/Kvasir-SEG/images/cju2pjb9v0ywn0878j5g5n69j.jpg,0.953543,0.976219,0.99801
cju2pkwt3r8b90988v2ywq1px,/Users/brian/Desktop/VCL318/Swin-ViT/ViTUnet vs SwinUnet/Dataset/processed/Kvasir-SEG/images/cju2pkwt3r8b90988v2ywq1px.jpg,0.955224,0.977099,0.998144
cju2pmhtr17a00855cvpelzb0,/Users/brian/Desktop/VCL318/Swin-ViT/ViTUnet vs SwinUnet/Dataset/processed/Kvasir-SEG/images/cju2pmhtr17a00855cvpelzb0.jpg,0.970942,0.985257,0.999637
cju2qdj95ru8g09886gfi9rsz,/Users/brian/Desktop/VCL318/Swin-ViT/ViTUnet vs SwinUnet/Dataset/processed/Kvasir-SEG/images/cju2qdj95ru8g09886gfi9rsz.jpg,0.969991,0.984767,0.999403
cju2qfie4rvz508357kad9z5o,/Users/brian/Desktop/VCL318/Swin-ViT/ViTUnet vs SwinUnet/Dataset/processed/Kvasir-SEG/images/cju2qfie4rvz508357kad9z5o.jpg,0.966698,0.983067,0.999358
cju2qh5le1ock0878oahaql7d,/Users/brian/Desktop/VCL318/Swin-ViT/ViTUnet vs SwinUnet/Dataset/processed/Kvasir-SEG/images/cju2qh5le1ock0878oahaql7d.jpg,0.970985,0.985279,0.999508
cju2qn2fzs1vy0988l243cvzy,/Users/brian/Desktop/VCL318/Swin-ViT/ViTUnet vs SwinUnet/Dataset/processed/Kvasir-SEG/images/cju2qn2fzs1vy0988l243cvzy.jpg,0.975857,0.987781,0.999541
cju2qozsk20cq0855ugrg3cri,/Users/brian/Desktop/VCL318/Swin-ViT/ViTUnet vs SwinUnet/Dataset/processed/Kvasir-SEG/images/cju2qozsk20cq0855ugrg3cri.jpg,0.971985,0.985794,0.999445
cju2qqn5ys4uo0988ewrt2ip2,/Users/brian/Desktop/VCL318/Swin-ViT/ViTUnet vs SwinUnet/Dataset/processed/Kvasir-SEG/images/cju2qqn5ys4uo0988ewrt2ip2.jpg,0.921572,0.959185,0.995561
cju2qs32r1vys07999conmbvx,/Users/brian/Desktop/VCL318/Swin-ViT/ViTUnet vs SwinUnet/Dataset/processed/Kvasir-SEG/images/cju2qs32r1vys07999conmbvx.jpg,0.882619,0.93765,0.987539
cju2qtee81yd708787bsjr75d,/Users/brian/Desktop/VCL318/Swin-ViT/ViTUnet vs SwinUnet/Dataset/processed/Kvasir-SEG/images/cju2qtee81yd708787bsjr75d.jpg,0.770755,0.870539,0.932348
cju2qu37qobl50993aw7ghcfq,/Users/brian/Desktop/VCL318/Swin-ViT/ViTUnet vs SwinUnet/Dataset/processed/Kvasir-SEG/images/cju2qu37qobl50993aw7ghcfq.jpg,0.906516,0.950966,0.991759
cju2qvuj1s9ok0835tp2k4ozh,/Users/brian/Desktop/VCL318/Swin-ViT/ViTUnet vs SwinUnet/Dataset/processed/Kvasir-SEG/images/cju2qvuj1s9ok0835tp2k4ozh.jpg,0.973992,0.986825,0.999477
cju2qxxko229x08786gvxxhur,/Users/brian/Desktop/VCL318/Swin-ViT/ViTUnet vs SwinUnet/Dataset/processed/Kvasir-SEG/images/cju2qxxko229x08786gvxxhur.jpg,0.959094,0.97912,0.998961
cju2qz06823a40878ojcz9ccx,/Users/brian/Desktop/VCL318/Swin-ViT/ViTUnet vs SwinUnet/Dataset/processed/Kvasir-SEG/images/cju2qz06823a40878ojcz9ccx.jpg,0.965843,0.982625,0.999001
cju2r11x7sdgx0988o8ule0wl,/Users/brian/Desktop/VCL318/Swin-ViT/ViTUnet vs SwinUnet/Dataset/processed/Kvasir-SEG/images/cju2r11x7sdgx0988o8ule0wl.jpg,0.975296,0.987494,0.999534
cju2r2obh2bjm08553kng0rh7,/Users/brian/Desktop/VCL318/Swin-ViT/ViTUnet vs SwinUnet/Dataset/processed/Kvasir-SEG/images/cju2r2obh2bjm08553kng0rh7.jpg,0.907212,0.951349,0.997112
cju2r6mt2om21099352pny5gw,/Users/brian/Desktop/VCL318/Swin-ViT/ViTUnet vs SwinUnet/Dataset/processed/Kvasir-SEG/images/cju2r6mt2om21099352pny5gw.jpg,0.97618,0.987946,0.999728
cju2r7h21sj9608354gzks3ae,/Users/brian/Desktop/VCL318/Swin-ViT/ViTUnet vs SwinUnet/Dataset/processed/Kvasir-SEG/images/cju2r7h21sj9608354gzks3ae.jpg,0.958091,0.978597,0.99912
cju2r91dg2k090801bh0xzbxk,/Users/brian/Desktop/VCL318/Swin-ViT/ViTUnet vs SwinUnet/Dataset/processed/Kvasir-SEG/images/cju2r91dg2k090801bh0xzbxk.jpg,0.965759,0.982581,0.999461
cju2raxlosl630988jdbfy9b0,/Users/brian/Desktop/VCL318/Swin-ViT/ViTUnet vs SwinUnet/Dataset/processed/Kvasir-SEG/images/cju2raxlosl630988jdbfy9b0.jpg,0.97466,0.987167,0.999466
cju2rga4psq9n09881z519xx0,/Users/brian/Desktop/VCL318/Swin-ViT/ViTUnet vs SwinUnet/Dataset/processed/Kvasir-SEG/images/cju2rga4psq9n09881z519xx0.jpg,0.966714,0.983075,0.999292
cju2ricdv2iys0878sv1adh0u,/Users/brian/Desktop/VCL318/Swin-ViT/ViTUnet vs SwinUnet/Dataset/processed/Kvasir-SEG/images/cju2ricdv2iys0878sv1adh0u.jpg,0.962677,0.980984,0.999264
cju2rkjfwoxys0993x768l1j2,/Users/brian/Desktop/VCL318/Swin-ViT/ViTUnet vs SwinUnet/Dataset/processed/Kvasir-SEG/images/cju2rkjfwoxys0993x768l1j2.jpg,0.970324,0.984939,0.999551
cju2rlqdnoz9k0993cpjae3x0,/Users/brian/Desktop/VCL318/Swin-ViT/ViTUnet vs SwinUnet/Dataset/processed/Kvasir-SEG/images/cju2rlqdnoz9k0993cpjae3x0.jpg,0.970575,0.985068,0.999505
cju2rmd2rsw9g09888hh1efu0,/Users/brian/Desktop/VCL318/Swin-ViT/ViTUnet vs SwinUnet/Dataset/processed/Kvasir-SEG/images/cju2rmd2rsw9g09888hh1efu0.jpg,0.76652,0.86783,0.982493
cju2rn0hasxri0835nfy3buay,/Users/brian/Desktop/VCL318/Swin-ViT/ViTUnet vs SwinUnet/Dataset/processed/Kvasir-SEG/images/cju2rn0hasxri0835nfy3buay.jpg,0.953475,0.976183,0.99893
cju2rnkt22xep0801as160g9t,/Users/brian/Desktop/VCL318/Swin-ViT/ViTUnet vs SwinUnet/Dataset/processed/Kvasir-SEG/images/cju2rnkt22xep0801as160g9t.jpg,0.907429,0.951468,0.994863
cju2ro5jqsy680988pi6qsujw,/Users/brian/Desktop/VCL318/Swin-ViT/ViTUnet vs SwinUnet/Dataset/processed/Kvasir-SEG/images/cju2ro5jqsy680988pi6qsujw.jpg,0.943462,0.970909,0.997275
cju2rpa30t07b0835im0erql0,/Users/brian/Desktop/VCL318/Swin-ViT/ViTUnet vs SwinUnet/Dataset/processed/Kvasir-SEG/images/cju2rpa30t07b0835im0erql0.jpg,0.966776,0.983107,0.999438
cju2rqo702wpx0855fn7d5cxh,/Users/brian/Desktop/VCL318/Swin-ViT/ViTUnet vs SwinUnet/Dataset/processed/Kvasir-SEG/images/cju2rqo702wpx0855fn7d5cxh.jpg,0.939735,0.968931,0.9951
cju2rxm8rpbaf0993o3qr2oph,/Users/brian/Desktop/VCL318/Swin-ViT/ViTUnet vs SwinUnet/Dataset/processed/Kvasir-SEG/images/cju2rxm8rpbaf0993o3qr2oph.jpg,0.943429,0.970891,0.997461
cju2rz4k434s70855wwx3ddtx,/Users/brian/Desktop/VCL318/Swin-ViT/ViTUnet vs SwinUnet/Dataset/processed/Kvasir-SEG/images/cju2rz4k434s70855wwx3ddtx.jpg,0.950373,0.974555,0.998461
cju2rzpsmtb0f0835jabkbao1,/Users/brian/Desktop/VCL318/Swin-ViT/ViTUnet vs SwinUnet/Dataset/processed/Kvasir-SEG/images/cju2rzpsmtb0f0835jabkbao1.jpg,0.848764,0.918196,0.930551
cju2s16zp317h0799gr67jqc2,/Users/brian/Desktop/VCL318/Swin-ViT/ViTUnet vs SwinUnet/Dataset/processed/Kvasir-SEG/images/cju2s16zp317h0799gr67jqc2.jpg,0.981593,0.990711,0.999728
cju2s2527pfyr0993l3h1149a,/Users/brian/Desktop/VCL318/Swin-ViT/ViTUnet vs SwinUnet/Dataset/processed/Kvasir-SEG/images/cju2s2527pfyr0993l3h1149a.jpg,0.936497,0.967207,0.998753
cju2s9g11pnra0993gn4eh793,/Users/brian/Desktop/VCL318/Swin-ViT/ViTUnet vs SwinUnet/Dataset/processed/Kvasir-SEG/images/cju2s9g11pnra0993gn4eh793.jpg,0.979796,0.989795,0.999653
cju2saez63gxl08559ucjq3kt,/Users/brian/Desktop/VCL318/Swin-ViT/ViTUnet vs SwinUnet/Dataset/processed/Kvasir-SEG/images/cju2saez63gxl08559ucjq3kt.jpg,0.97033,0.984942,0.999511
cju2sevf53lkx08558h5bpaig,/Users/brian/Desktop/VCL318/Swin-ViT/ViTUnet vs SwinUnet/Dataset/processed/Kvasir-SEG/images/cju2sevf53lkx08558h5bpaig.jpg,0.968753,0.984128,0.99926
cju2sggy13na70855tbeoqgha,/Users/brian/Desktop/VCL318/Swin-ViT/ViTUnet vs SwinUnet/Dataset/processed/Kvasir-SEG/images/cju2sggy13na70855tbeoqgha.jpg,0.9698,0.984668,0.999184
cju2spdagu1l50835da1f46fr,/Users/brian/Desktop/VCL318/Swin-ViT/ViTUnet vs SwinUnet/Dataset/processed/Kvasir-SEG/images/cju2spdagu1l50835da1f46fr.jpg,0.947741,0.97317,0.997396
cju2srvy5440s0801y1ba9akr,/Users/brian/Desktop/VCL318/Swin-ViT/ViTUnet vs SwinUnet/Dataset/processed/Kvasir-SEG/images/cju2srvy5440s0801y1ba9akr.jpg,0.969314,0.984418,0.999367
cju2sszfq3uye0878sucelzk2,/Users/brian/Desktop/VCL318/Swin-ViT/ViTUnet vs SwinUnet/Dataset/processed/Kvasir-SEG/images/cju2sszfq3uye0878sucelzk2.jpg,0.647006,0.785675,0.944923
cju2suk42469908015ngmq6f2,/Users/brian/Desktop/VCL318/Swin-ViT/ViTUnet vs SwinUnet/Dataset/processed/Kvasir-SEG/images/cju2suk42469908015ngmq6f2.jpg,0.967782,0.983627,0.998172
cju2sxf3iqbpv09937iksn8ep,/Users/brian/Desktop/VCL318/Swin-ViT/ViTUnet vs SwinUnet/Dataset/processed/Kvasir-SEG/images/cju2sxf3iqbpv09937iksn8ep.jpg,0.96723,0.983342,0.999197
cju2syxa93yw40799x2iuwabz,/Users/brian/Desktop/VCL318/Swin-ViT/ViTUnet vs SwinUnet/Dataset/processed/Kvasir-SEG/images/cju2syxa93yw40799x2iuwabz.jpg,0.929453,0.963437,0.994397
cju2t16vuucaq0835xcpsivn2,/Users/brian/Desktop/VCL318/Swin-ViT/ViTUnet vs SwinUnet/Dataset/processed/Kvasir-SEG/images/cju2t16vuucaq0835xcpsivn2.jpg,0.959534,0.979349,0.998916
cju2t2ivz43i10878zeg8r1br,/Users/brian/Desktop/VCL318/Swin-ViT/ViTUnet vs SwinUnet/Dataset/processed/Kvasir-SEG/images/cju2t2ivz43i10878zeg8r1br.jpg,0.962683,0.980986,0.999325
cju2t3ibkuecr0835o7si16zv,/Users/brian/Desktop/VCL318/Swin-ViT/ViTUnet vs SwinUnet/Dataset/processed/Kvasir-SEG/images/cju2t3ibkuecr0835o7si16zv.jpg,0.906738,0.951088,0.991276
cju2t62nq45jl0799odpufwx6,/Users/brian/Desktop/VCL318/Swin-ViT/ViTUnet vs SwinUnet/Dataset/processed/Kvasir-SEG/images/cju2t62nq45jl0799odpufwx6.jpg,0.98118,0.990501,0.999857
cju2t9tdwuk700835kv0ljmtl,/Users/brian/Desktop/VCL318/Swin-ViT/ViTUnet vs SwinUnet/Dataset/processed/Kvasir-SEG/images/cju2t9tdwuk700835kv0ljmtl.jpg,0.972056,0.98583,0.999447
cju2ti1du4idn0878giuozonw,/Users/brian/Desktop/VCL318/Swin-ViT/ViTUnet vs SwinUnet/Dataset/processed/Kvasir-SEG/images/cju2ti1du4idn0878giuozonw.jpg,0.971733,0.985664,0.999213
cju2tjrog4jy30878pawyazqc,/Users/brian/Desktop/VCL318/Swin-ViT/ViTUnet vs SwinUnet/Dataset/processed/Kvasir-SEG/images/cju2tjrog4jy30878pawyazqc.jpg,0.965466,0.98243,0.999228
cju2top2ruxxy0988p1svx36g,/Users/brian/Desktop/VCL318/Swin-ViT/ViTUnet vs SwinUnet/Dataset/processed/Kvasir-SEG/images/cju2top2ruxxy0988p1svx36g.jpg,0.969592,0.984561,0.999221
cju2tpfa5uyx408359datxqqj,/Users/brian/Desktop/VCL318/Swin-ViT/ViTUnet vs SwinUnet/Dataset/processed/Kvasir-SEG/images/cju2tpfa5uyx408359datxqqj.jpg,0.957838,0.978465,0.998661
