model_name,checkpoint_path,num_test_samples,mean_dice,mean_iou,class_1_dice,class_1_iou,class_2_dice,class_2_iou,class_3_dice,class_3_iou,class_4_dice,class_4_iou,class_5_dice,class_5_iou,class_6_dice,class_6_iou,class_7_dice,class_7_iou,class_8_dice,class_8_iou,class_9_dice,class_9_iou,class_10_dice,class_10_iou,class_11_dice,class_11_iou,class_12_dice,class_12_iou,class_13_dice,class_13_iou,class_14_dice,class_14_iou
UNet2D_BTCV,/Users/brian/Desktop/VCL318/TransU-Net/TransUnet vs. Unet/U-Net for MultiOrgan Seg/output/train_output/best.pth,394,0.5173445571170276,0.4520992226522826,0.6864795549560806,0.6319102317315838,0.3997987565526067,0.3570898650762085,0.4937643588140822,0.4423911757838676,0.4819409137702388,0.4110619346645023,0.6132987575567747,0.5087652656871501,0.7860561112228321,0.7356601145774972,0.6485657574649368,0.5530104256982843,0.6085792240792912,0.5537173002692057,0.5599042022491716,0.4933748468734313,0.33702897198077,0.2730537077637875,0.5132195849461717,0.4046015821141965,0.2811056587990279,0.2150469798865793,0.1481441987550029,0.1049313711719874,0.4684828742309277,0.360264987620278
TransUNet2D_BTCV,/Users/brian/Desktop/VCL318/TransU-Net/TransUnet vs. Unet/TransUnet for MultiOrgan Seg/output/train_output/best.pth,394,0.5355624864527828,0.4691070539298725,0.6665893720209729,0.6076514738126904,0.5607682157006192,0.5122241963424825,0.5989429984502335,0.5482406746662117,0.5353522332704234,0.4578072720655186,0.605674863232156,0.4942771827087146,0.8706684013422146,0.8255348143153566,0.6907766895982685,0.5984290659896914,0.6653990013776365,0.6043267847529779,0.4821705314142676,0.4173153595243767,0.3331014513258136,0.2635813356124269,0.431134548949476,0.3260111937864692,0.0,0.0,0.0,0.0,0.4108837064649165,0.2990979992585506
