stem,image_path,iou,dice,ap
cju1gkndf6yi10801o1qnje19,/Users/brian/Desktop/VCL318/Swin-ViT/ViTUnet vs SwinUnet/Dataset/processed/Kvasir-SEG/images/cju1gkndf6yi10801o1qnje19.jpg,0.937352,0.967663,0.994887
cju1gv7106qd008784gk603mg,/Users/brian/Desktop/VCL318/Swin-ViT/ViTUnet vs SwinUnet/Dataset/processed/Kvasir-SEG/images/cju1gv7106qd008784gk603mg.jpg,0.882537,0.937604,0.969597
cju1h5w4wxajx0835mc954kxy,/Users/brian/Desktop/VCL318/Swin-ViT/ViTUnet vs SwinUnet/Dataset/processed/Kvasir-SEG/images/cju1h5w4wxajx0835mc954kxy.jpg,0.949407,0.974047,0.997973
cju1h89h6xbnx08352k2790o9,/Users/brian/Desktop/VCL318/Swin-ViT/ViTUnet vs SwinUnet/Dataset/processed/Kvasir-SEG/images/cju1h89h6xbnx08352k2790o9.jpg,0.955923,0.977465,0.99878
cju1haab178i70799tk9z8y8x,/Users/brian/Desktop/VCL318/Swin-ViT/ViTUnet vs SwinUnet/Dataset/processed/Kvasir-SEG/images/cju1haab178i70799tk9z8y8x.jpg,0.956731,0.977887,0.999219
cju1hhj6mxfp90835n3wofrap,/Users/brian/Desktop/VCL318/Swin-ViT/ViTUnet vs SwinUnet/Dataset/processed/Kvasir-SEG/images/cju1hhj6mxfp90835n3wofrap.jpg,0.930724,0.964119,0.996687
cju1hirfi7ekp0855q0vgm9qq,/Users/brian/Desktop/VCL318/Swin-ViT/ViTUnet vs SwinUnet/Dataset/processed/Kvasir-SEG/images/cju1hirfi7ekp0855q0vgm9qq.jpg,0.832237,0.908438,0.951378
cju1hmff8tkp809931jps6fbr,/Users/brian/Desktop/VCL318/Swin-ViT/ViTUnet vs SwinUnet/Dataset/processed/Kvasir-SEG/images/cju1hmff8tkp809931jps6fbr.jpg,0.908745,0.952191,0.992791
cju1hp9i2xu8e0988u2dazk7m,/Users/brian/Desktop/VCL318/Swin-ViT/ViTUnet vs SwinUnet/Dataset/processed/Kvasir-SEG/images/cju1hp9i2xu8e0988u2dazk7m.jpg,0.948634,0.97364,0.998512
cju1hs0za7jha0855vj0mdrjt,/Users/brian/Desktop/VCL318/Swin-ViT/ViTUnet vs SwinUnet/Dataset/processed/Kvasir-SEG/images/cju1hs0za7jha0855vj0mdrjt.jpg,0.970174,0.984861,0.999265
cju1hyolc7aqu0878rrkfn1lr,/Users/brian/Desktop/VCL318/Swin-ViT/ViTUnet vs SwinUnet/Dataset/processed/Kvasir-SEG/images/cju1hyolc7aqu0878rrkfn1lr.jpg,0.90931,0.952501,0.99404
cju2hdr06v2bq0799mbm3bks1,/Users/brian/Desktop/VCL318/Swin-ViT/ViTUnet vs SwinUnet/Dataset/processed/Kvasir-SEG/images/cju2hdr06v2bq0799mbm3bks1.jpg,0.965568,0.982482,0.999425
cju2hewssldzx0835ep795xu0,/Users/brian/Desktop/VCL318/Swin-ViT/ViTUnet vs SwinUnet/Dataset/processed/Kvasir-SEG/images/cju2hewssldzx0835ep795xu0.jpg,0.91244,0.954216,0.997376
cju2hfqnmhisa0993gpleeldd,/Users/brian/Desktop/VCL318/Swin-ViT/ViTUnet vs SwinUnet/Dataset/processed/Kvasir-SEG/images/cju2hfqnmhisa0993gpleeldd.jpg,0.61167,0.759051,0.704945
cju2hgsptlfam0835o3b59h1o,/Users/brian/Desktop/VCL318/Swin-ViT/ViTUnet vs SwinUnet/Dataset/processed/Kvasir-SEG/images/cju2hgsptlfam0835o3b59h1o.jpg,0.906736,0.951087,0.997427
cju2hjrqcvi2j0801bx1i6gxg,/Users/brian/Desktop/VCL318/Swin-ViT/ViTUnet vs SwinUnet/Dataset/processed/Kvasir-SEG/images/cju2hjrqcvi2j0801bx1i6gxg.jpg,0.639188,0.779883,0.772141
cju2hlm19vjjf0801o69qnber,/Users/brian/Desktop/VCL318/Swin-ViT/ViTUnet vs SwinUnet/Dataset/processed/Kvasir-SEG/images/cju2hlm19vjjf0801o69qnber.jpg,0.945831,0.972162,0.996183
cju2hos57llxm08359g92p6jj,/Users/brian/Desktop/VCL318/Swin-ViT/ViTUnet vs SwinUnet/Dataset/processed/Kvasir-SEG/images/cju2hos57llxm08359g92p6jj.jpg,0.953458,0.976175,0.996964
cju2hqt33lmra0988fr5ijv8j,/Users/brian/Desktop/VCL318/Swin-ViT/ViTUnet vs SwinUnet/Dataset/processed/Kvasir-SEG/images/cju2hqt33lmra0988fr5ijv8j.jpg,0.955933,0.97747,0.999176
cju2htabevq9108015qjei0x7,/Users/brian/Desktop/VCL318/Swin-ViT/ViTUnet vs SwinUnet/Dataset/processed/Kvasir-SEG/images/cju2htabevq9108015qjei0x7.jpg,0.963223,0.981267,0.99918
cju2hugv9vget0799hhk7ksvg,/Users/brian/Desktop/VCL318/Swin-ViT/ViTUnet vs SwinUnet/Dataset/processed/Kvasir-SEG/images/cju2hugv9vget0799hhk7ksvg.jpg,0.882353,0.9375,0.98912
cju2hw5gjlr5h0988so2qqres,/Users/brian/Desktop/VCL318/Swin-ViT/ViTUnet vs SwinUnet/Dataset/processed/Kvasir-SEG/images/cju2hw5gjlr5h0988so2qqres.jpg,0.898333,0.946444,0.995611
cju2hx006vidl0799igm81vmh,/Users/brian/Desktop/VCL318/Swin-ViT/ViTUnet vs SwinUnet/Dataset/processed/Kvasir-SEG/images/cju2hx006vidl0799igm81vmh.jpg,0.92381,0.960396,0.996295
cju2i03ptvkiu0799xbbd4det,/Users/brian/Desktop/VCL318/Swin-ViT/ViTUnet vs SwinUnet/Dataset/processed/Kvasir-SEG/images/cju2i03ptvkiu0799xbbd4det.jpg,0.963087,0.981197,0.999238
cju2i3hzclw3o0988rrgh911i,/Users/brian/Desktop/VCL318/Swin-ViT/ViTUnet vs SwinUnet/Dataset/processed/Kvasir-SEG/images/cju2i3hzclw3o0988rrgh911i.jpg,0.976536,0.988128,0.999594
cju2i6acqvo6l0799u20fift8,/Users/brian/Desktop/VCL318/Swin-ViT/ViTUnet vs SwinUnet/Dataset/processed/Kvasir-SEG/images/cju2i6acqvo6l0799u20fift8.jpg,0.958433,0.978775,0.998065
cju2i8br1vqtd08784u6vmcjk,/Users/brian/Desktop/VCL318/Swin-ViT/ViTUnet vs SwinUnet/Dataset/processed/Kvasir-SEG/images/cju2i8br1vqtd08784u6vmcjk.jpg,0.969205,0.984362,0.999188
cju2iatlki5u309930zmgkv6h,/Users/brian/Desktop/VCL318/Swin-ViT/ViTUnet vs SwinUnet/Dataset/processed/Kvasir-SEG/images/cju2iatlki5u309930zmgkv6h.jpg,0.965755,0.982579,0.99906
cju2igw4gvxds0878808qj398,/Users/brian/Desktop/VCL318/Swin-ViT/ViTUnet vs SwinUnet/Dataset/processed/Kvasir-SEG/images/cju2igw4gvxds0878808qj398.jpg,0.94645,0.972488,0.997081
cju2ij9uiic2l09933ljiv6gm,/Users/brian/Desktop/VCL318/Swin-ViT/ViTUnet vs SwinUnet/Dataset/processed/Kvasir-SEG/images/cju2ij9uiic2l09933ljiv6gm.jpg,0.847514,0.917464,0.982983
cju2lberzkdzm09938cl40pog,/Users/brian/Desktop/VCL318/Swin-ViT/ViTUnet vs SwinUnet/Dataset/processed/Kvasir-SEG/images/cju2lberzkdzm09938cl40pog.jpg,0.958516,0.978819,0.999018
cju2lcyfgkf5809932fn9gucn,/Users/brian/Desktop/VCL318/Swin-ViT/ViTUnet vs SwinUnet/Dataset/processed/Kvasir-SEG/images/cju2lcyfgkf5809932fn9gucn.jpg,0.928486,0.962917,0.995384
cju2lejzcy4pc0878c9rlonot,/Users/brian/Desktop/VCL318/Swin-ViT/ViTUnet vs SwinUnet/Dataset/processed/Kvasir-SEG/images/cju2lejzcy4pc0878c9rlonot.jpg,0.966815,0.983128,0.999338
cju2lyynuymli0855g7fxgbhe,/Users/brian/Desktop/VCL318/Swin-ViT/ViTUnet vs SwinUnet/Dataset/processed/Kvasir-SEG/images/cju2lyynuymli0855g7fxgbhe.jpg,0.885493,0.93927,0.989815
cju2lz8vqktne0993fuym6drw,/Users/brian/Desktop/VCL318/Swin-ViT/ViTUnet vs SwinUnet/Dataset/processed/Kvasir-SEG/images/cju2lz8vqktne0993fuym6drw.jpg,0.953074,0.975973,0.998631
cju2m56cryvqd0801gtn2yp8t,/Users/brian/Desktop/VCL318/Swin-ViT/ViTUnet vs SwinUnet/Dataset/processed/Kvasir-SEG/images/cju2m56cryvqd0801gtn2yp8t.jpg,0.943756,0.971064,0.998347
cju2m71z2ywwv080131bcrsd3,/Users/brian/Desktop/VCL318/Swin-ViT/ViTUnet vs SwinUnet/Dataset/processed/Kvasir-SEG/images/cju2m71z2ywwv080131bcrsd3.jpg,0.935477,0.966663,0.997309
cju2ma647l0nj0993ot4deq2q,/Users/brian/Desktop/VCL318/Swin-ViT/ViTUnet vs SwinUnet/Dataset/processed/Kvasir-SEG/images/cju2ma647l0nj0993ot4deq2q.jpg,0.93613,0.967011,0.997195
cju2mfjndoz700988b9lc3zeq,/Users/brian/Desktop/VCL318/Swin-ViT/ViTUnet vs SwinUnet/Dataset/processed/Kvasir-SEG/images/cju2mfjndoz700988b9lc3zeq.jpg,0.93814,0.968083,0.996518
cju2mh8t6p07008350e01tx2a,/Users/brian/Desktop/VCL318/Swin-ViT/ViTUnet vs SwinUnet/Dataset/processed/Kvasir-SEG/images/cju2mh8t6p07008350e01tx2a.jpg,0.954531,0.976737,0.998623
cju2nbdpmlmcj0993s1cht0dz,/Users/brian/Desktop/VCL318/Swin-ViT/ViTUnet vs SwinUnet/Dataset/processed/Kvasir-SEG/images/cju2nbdpmlmcj0993s1cht0dz.jpg,0.92995,0.963704,0.996425
cju2nd7l7z98o0799gfjvyfmw,/Users/brian/Desktop/VCL318/Swin-ViT/ViTUnet vs SwinUnet/Dataset/processed/Kvasir-SEG/images/cju2nd7l7z98o0799gfjvyfmw.jpg,0.972785,0.986205,0.99943
cju2nfnvxzdkd0878399axlco,/Users/brian/Desktop/VCL318/Swin-ViT/ViTUnet vs SwinUnet/Dataset/processed/Kvasir-SEG/images/cju2nfnvxzdkd0878399axlco.jpg,0.945523,0.971999,0.996496
cju2nguelpmlj0835rojdn097,/Users/brian/Desktop/VCL318/Swin-ViT/ViTUnet vs SwinUnet/Dataset/processed/Kvasir-SEG/images/cju2nguelpmlj0835rojdn097.jpg,0.95714,0.9781,0.998479
cju2nnqrqzp580855z8mhzgd6,/Users/brian/Desktop/VCL318/Swin-ViT/ViTUnet vs SwinUnet/Dataset/processed/Kvasir-SEG/images/cju2nnqrqzp580855z8mhzgd6.jpg,0.960001,0.979593,0.997393
cju2np2k9zi3v079992ypxqkn,/Users/brian/Desktop/VCL318/Swin-ViT/ViTUnet vs SwinUnet/Dataset/processed/Kvasir-SEG/images/cju2np2k9zi3v079992ypxqkn.jpg,0.926639,0.961923,0.993868
cju2nqapmzvk20801f9us40dx,/Users/brian/Desktop/VCL318/Swin-ViT/ViTUnet vs SwinUnet/Dataset/processed/Kvasir-SEG/images/cju2nqapmzvk20801f9us40dx.jpg,0.919437,0.958028,0.995212
cju2nsmwjlzyl0993jl80chvz,/Users/brian/Desktop/VCL318/Swin-ViT/ViTUnet vs SwinUnet/Dataset/processed/Kvasir-SEG/images/cju2nsmwjlzyl0993jl80chvz.jpg,0.917688,0.957077,0.997752
cju2ntxtdzlvu0799xl3j9pan,/Users/brian/Desktop/VCL318/Swin-ViT/ViTUnet vs SwinUnet/Dataset/processed/Kvasir-SEG/images/cju2ntxtdzlvu0799xl3j9pan.jpg,0.861183,0.925414,0.991361
cju2nyc5f02m40801ojqbtiea,/Users/brian/Desktop/VCL318/Swin-ViT/ViTUnet vs SwinUnet/Dataset/processed/Kvasir-SEG/images/cju2nyc5f02m40801ojqbtiea.jpg,0.962028,0.980646,0.999346
cju2oi8sq0i2y0801mektzvw8,/Users/brian/Desktop/VCL318/Swin-ViT/ViTUnet vs SwinUnet/Dataset/processed/Kvasir-SEG/images/cju2oi8sq0i2y0801mektzvw8.jpg,0.965331,0.98236,0.999068
cju2okvco06xc0799kxe5n1qh,/Users/brian/Desktop/VCL318/Swin-ViT/ViTUnet vs SwinUnet/Dataset/processed/Kvasir-SEG/images/cju2okvco06xc0799kxe5n1qh.jpg,0.972672,0.986147,0.99962
cju2omjpeqj5a0988pjdlb8l1,/Users/brian/Desktop/VCL318/Swin-ViT/ViTUnet vs SwinUnet/Dataset/processed/Kvasir-SEG/images/cju2omjpeqj5a0988pjdlb8l1.jpg,0.964267,0.981809,0.99914
cju2oo0wh0bqy0878biujeyhe,/Users/brian/Desktop/VCL318/Swin-ViT/ViTUnet vs SwinUnet/Dataset/processed/Kvasir-SEG/images/cju2oo0wh0bqy0878biujeyhe.jpg,0.952704,0.975779,0.997681
cju2oq5570avm079959o20op1,/Users/brian/Desktop/VCL318/Swin-ViT/ViTUnet vs SwinUnet/Dataset/processed/Kvasir-SEG/images/cju2oq5570avm079959o20op1.jpg,0.95447,0.976705,0.998153
cju2osuru0ki00855txo0n3uu,/Users/brian/Desktop/VCL318/Swin-ViT/ViTUnet vs SwinUnet/Dataset/processed/Kvasir-SEG/images/cju2osuru0ki00855txo0n3uu.jpg,0.96579,0.982598,0.999142
cju2otvvv0l7z0855x7we8cb0,/Users/brian/Desktop/VCL318/Swin-ViT/ViTUnet vs SwinUnet/Dataset/processed/Kvasir-SEG/images/cju2otvvv0l7z0855x7we8cb0.jpg,0.934431,0.966104,0.996601
cju2ouil2mssu0993hvxsed6d,/Users/brian/Desktop/VCL318/Swin-ViT/ViTUnet vs SwinUnet/Dataset/processed/Kvasir-SEG/images/cju2ouil2mssu0993hvxsed6d.jpg,0.902424,0.94871,0.994655
cju2p0eveqtdc0835gpi3p93i,/Users/brian/Desktop/VCL318/Swin-ViT/ViTUnet vs SwinUnet/Dataset/processed/Kvasir-SEG/images/cju2p0eveqtdc0835gpi3p93i.jpg,0.961593,0.98042,0.998268
cju2p4ddkmzxj0993p94o62av,/Users/brian/Desktop/VCL318/Swin-ViT/ViTUnet vs SwinUnet/Dataset/processed/Kvasir-SEG/images/cju2p4ddkmzxj0993p94o62av.jpg,0.956828,0.977938,0.99885
cju2p91qir00k08350ddfif0w,/Users/brian/Desktop/VCL318/Swin-ViT/ViTUnet vs SwinUnet/Dataset/processed/Kvasir-SEG/images/cju2p91qir00k08350ddfif0w.jpg,0.925898,0.961524,0.995669
cju2pag1f0s4r0878h52uq83s,/Users/brian/Desktop/VCL318/Swin-ViT/ViTUnet vs SwinUnet/Dataset/processed/Kvasir-SEG/images/cju2pag1f0s4r0878h52uq83s.jpg,0.907546,0.951532,0.996114
cju2phaksnahz0993yxogjcpv,/Users/brian/Desktop/VCL318/Swin-ViT/ViTUnet vs SwinUnet/Dataset/processed/Kvasir-SEG/images/cju2phaksnahz0993yxogjcpv.jpg,0.94502,0.971733,0.997738
cju2pjb9v0ywn0878j5g5n69j,/Users/brian/Desktop/VCL318/Swin-ViT/ViTUnet vs SwinUnet/Dataset/processed/Kvasir-SEG/images/cju2pjb9v0ywn0878j5g5n69j.jpg,0.942246,0.970264,0.99288
cju2pkwt3r8b90988v2ywq1px,/Users/brian/Desktop/VCL318/Swin-ViT/ViTUnet vs SwinUnet/Dataset/processed/Kvasir-SEG/images/cju2pkwt3r8b90988v2ywq1px.jpg,0.960166,0.979678,0.998858
cju2pmhtr17a00855cvpelzb0,/Users/brian/Desktop/VCL318/Swin-ViT/ViTUnet vs SwinUnet/Dataset/processed/Kvasir-SEG/images/cju2pmhtr17a00855cvpelzb0.jpg,0.959153,0.979151,0.999231
cju2qdj95ru8g09886gfi9rsz,/Users/brian/Desktop/VCL318/Swin-ViT/ViTUnet vs SwinUnet/Dataset/processed/Kvasir-SEG/images/cju2qdj95ru8g09886gfi9rsz.jpg,0.962725,0.981009,0.999004
cju2qfie4rvz508357kad9z5o,/Users/brian/Desktop/VCL318/Swin-ViT/ViTUnet vs SwinUnet/Dataset/processed/Kvasir-SEG/images/cju2qfie4rvz508357kad9z5o.jpg,0.956292,0.977658,0.997768
cju2qh5le1ock0878oahaql7d,/Users/brian/Desktop/VCL318/Swin-ViT/ViTUnet vs SwinUnet/Dataset/processed/Kvasir-SEG/images/cju2qh5le1ock0878oahaql7d.jpg,0.963819,0.981576,0.998198
cju2qn2fzs1vy0988l243cvzy,/Users/brian/Desktop/VCL318/Swin-ViT/ViTUnet vs SwinUnet/Dataset/processed/Kvasir-SEG/images/cju2qn2fzs1vy0988l243cvzy.jpg,0.963674,0.981501,0.998896
cju2qozsk20cq0855ugrg3cri,/Users/brian/Desktop/VCL318/Swin-ViT/ViTUnet vs SwinUnet/Dataset/processed/Kvasir-SEG/images/cju2qozsk20cq0855ugrg3cri.jpg,0.952607,0.975728,0.998102
cju2qqn5ys4uo0988ewrt2ip2,/Users/brian/Desktop/VCL318/Swin-ViT/ViTUnet vs SwinUnet/Dataset/processed/Kvasir-SEG/images/cju2qqn5ys4uo0988ewrt2ip2.jpg,0.952685,0.975769,0.99749
cju2qs32r1vys07999conmbvx,/Users/brian/Desktop/VCL318/Swin-ViT/ViTUnet vs SwinUnet/Dataset/processed/Kvasir-SEG/images/cju2qs32r1vys07999conmbvx.jpg,0.851728,0.919928,0.985243
cju2qtee81yd708787bsjr75d,/Users/brian/Desktop/VCL318/Swin-ViT/ViTUnet vs SwinUnet/Dataset/processed/Kvasir-SEG/images/cju2qtee81yd708787bsjr75d.jpg,0.887958,0.940655,0.983649
cju2qu37qobl50993aw7ghcfq,/Users/brian/Desktop/VCL318/Swin-ViT/ViTUnet vs SwinUnet/Dataset/processed/Kvasir-SEG/images/cju2qu37qobl50993aw7ghcfq.jpg,0.893574,0.943796,0.980782
cju2qvuj1s9ok0835tp2k4ozh,/Users/brian/Desktop/VCL318/Swin-ViT/ViTUnet vs SwinUnet/Dataset/processed/Kvasir-SEG/images/cju2qvuj1s9ok0835tp2k4ozh.jpg,0.960632,0.979921,0.998444
cju2qxxko229x08786gvxxhur,/Users/brian/Desktop/VCL318/Swin-ViT/ViTUnet vs SwinUnet/Dataset/processed/Kvasir-SEG/images/cju2qxxko229x08786gvxxhur.jpg,0.95466,0.976804,0.998367
cju2qz06823a40878ojcz9ccx,/Users/brian/Desktop/VCL318/Swin-ViT/ViTUnet vs SwinUnet/Dataset/processed/Kvasir-SEG/images/cju2qz06823a40878ojcz9ccx.jpg,0.928734,0.96305,0.997544
cju2r11x7sdgx0988o8ule0wl,/Users/brian/Desktop/VCL318/Swin-ViT/ViTUnet vs SwinUnet/Dataset/processed/Kvasir-SEG/images/cju2r11x7sdgx0988o8ule0wl.jpg,0.971699,0.985647,0.999293
cju2r2obh2bjm08553kng0rh7,/Users/brian/Desktop/VCL318/Swin-ViT/ViTUnet vs SwinUnet/Dataset/processed/Kvasir-SEG/images/cju2r2obh2bjm08553kng0rh7.jpg,0.957645,0.978364,0.998872
cju2r6mt2om21099352pny5gw,/Users/brian/Desktop/VCL318/Swin-ViT/ViTUnet vs SwinUnet/Dataset/processed/Kvasir-SEG/images/cju2r6mt2om21099352pny5gw.jpg,0.968639,0.98407,0.999355
cju2r7h21sj9608354gzks3ae,/Users/brian/Desktop/VCL318/Swin-ViT/ViTUnet vs SwinUnet/Dataset/processed/Kvasir-SEG/images/cju2r7h21sj9608354gzks3ae.jpg,0.936752,0.967343,0.998084
cju2r91dg2k090801bh0xzbxk,/Users/brian/Desktop/VCL318/Swin-ViT/ViTUnet vs SwinUnet/Dataset/processed/Kvasir-SEG/images/cju2r91dg2k090801bh0xzbxk.jpg,0.940185,0.96917,0.998963
cju2raxlosl630988jdbfy9b0,/Users/brian/Desktop/VCL318/Swin-ViT/ViTUnet vs SwinUnet/Dataset/processed/Kvasir-SEG/images/cju2raxlosl630988jdbfy9b0.jpg,0.954113,0.976518,0.997592
cju2rga4psq9n09881z519xx0,/Users/brian/Desktop/VCL318/Swin-ViT/ViTUnet vs SwinUnet/Dataset/processed/Kvasir-SEG/images/cju2rga4psq9n09881z519xx0.jpg,0.952717,0.975786,0.998519
cju2ricdv2iys0878sv1adh0u,/Users/brian/Desktop/VCL318/Swin-ViT/ViTUnet vs SwinUnet/Dataset/processed/Kvasir-SEG/images/cju2ricdv2iys0878sv1adh0u.jpg,0.953697,0.9763,0.997988
cju2rkjfwoxys0993x768l1j2,/Users/brian/Desktop/VCL318/Swin-ViT/ViTUnet vs SwinUnet/Dataset/processed/Kvasir-SEG/images/cju2rkjfwoxys0993x768l1j2.jpg,0.948771,0.973712,0.998099
cju2rlqdnoz9k0993cpjae3x0,/Users/brian/Desktop/VCL318/Swin-ViT/ViTUnet vs SwinUnet/Dataset/processed/Kvasir-SEG/images/cju2rlqdnoz9k0993cpjae3x0.jpg,0.962308,0.980792,0.998806
cju2rmd2rsw9g09888hh1efu0,/Users/brian/Desktop/VCL318/Swin-ViT/ViTUnet vs SwinUnet/Dataset/processed/Kvasir-SEG/images/cju2rmd2rsw9g09888hh1efu0.jpg,0.691235,0.817432,0.960948
cju2rn0hasxri0835nfy3buay,/Users/brian/Desktop/VCL318/Swin-ViT/ViTUnet vs SwinUnet/Dataset/processed/Kvasir-SEG/images/cju2rn0hasxri0835nfy3buay.jpg,0.881974,0.937286,0.991222
cju2rnkt22xep0801as160g9t,/Users/brian/Desktop/VCL318/Swin-ViT/ViTUnet vs SwinUnet/Dataset/processed/Kvasir-SEG/images/cju2rnkt22xep0801as160g9t.jpg,0.823691,0.903323,0.970771
cju2ro5jqsy680988pi6qsujw,/Users/brian/Desktop/VCL318/Swin-ViT/ViTUnet vs SwinUnet/Dataset/processed/Kvasir-SEG/images/cju2ro5jqsy680988pi6qsujw.jpg,0.905265,0.950277,0.992852
cju2rpa30t07b0835im0erql0,/Users/brian/Desktop/VCL318/Swin-ViT/ViTUnet vs SwinUnet/Dataset/processed/Kvasir-SEG/images/cju2rpa30t07b0835im0erql0.jpg,0.946249,0.972382,0.997366
cju2rqo702wpx0855fn7d5cxh,/Users/brian/Desktop/VCL318/Swin-ViT/ViTUnet vs SwinUnet/Dataset/processed/Kvasir-SEG/images/cju2rqo702wpx0855fn7d5cxh.jpg,0.925828,0.961486,0.995211
cju2rxm8rpbaf0993o3qr2oph,/Users/brian/Desktop/VCL318/Swin-ViT/ViTUnet vs SwinUnet/Dataset/processed/Kvasir-SEG/images/cju2rxm8rpbaf0993o3qr2oph.jpg,0.934949,0.966381,0.998477
cju2rz4k434s70855wwx3ddtx,/Users/brian/Desktop/VCL318/Swin-ViT/ViTUnet vs SwinUnet/Dataset/processed/Kvasir-SEG/images/cju2rz4k434s70855wwx3ddtx.jpg,0.847598,0.917514,0.926985
cju2rzpsmtb0f0835jabkbao1,/Users/brian/Desktop/VCL318/Swin-ViT/ViTUnet vs SwinUnet/Dataset/processed/Kvasir-SEG/images/cju2rzpsmtb0f0835jabkbao1.jpg,0.842201,0.914342,0.961974
cju2s16zp317h0799gr67jqc2,/Users/brian/Desktop/VCL318/Swin-ViT/ViTUnet vs SwinUnet/Dataset/processed/Kvasir-SEG/images/cju2s16zp317h0799gr67jqc2.jpg,0.969455,0.98449,0.999349
cju2s2527pfyr0993l3h1149a,/Users/brian/Desktop/VCL318/Swin-ViT/ViTUnet vs SwinUnet/Dataset/processed/Kvasir-SEG/images/cju2s2527pfyr0993l3h1149a.jpg,0.936949,0.967448,0.997353
cju2s9g11pnra0993gn4eh793,/Users/brian/Desktop/VCL318/Swin-ViT/ViTUnet vs SwinUnet/Dataset/processed/Kvasir-SEG/images/cju2s9g11pnra0993gn4eh793.jpg,0.963854,0.981595,0.998694
cju2saez63gxl08559ucjq3kt,/Users/brian/Desktop/VCL318/Swin-ViT/ViTUnet vs SwinUnet/Dataset/processed/Kvasir-SEG/images/cju2saez63gxl08559ucjq3kt.jpg,0.949825,0.974267,0.998138
cju2sevf53lkx08558h5bpaig,/Users/brian/Desktop/VCL318/Swin-ViT/ViTUnet vs SwinUnet/Dataset/processed/Kvasir-SEG/images/cju2sevf53lkx08558h5bpaig.jpg,0.948487,0.973563,0.997644
cju2sggy13na70855tbeoqgha,/Users/brian/Desktop/VCL318/Swin-ViT/ViTUnet vs SwinUnet/Dataset/processed/Kvasir-SEG/images/cju2sggy13na70855tbeoqgha.jpg,0.947289,0.972931,0.998124
cju2spdagu1l50835da1f46fr,/Users/brian/Desktop/VCL318/Swin-ViT/ViTUnet vs SwinUnet/Dataset/processed/Kvasir-SEG/images/cju2spdagu1l50835da1f46fr.jpg,0.926039,0.9616,0.993282
cju2srvy5440s0801y1ba9akr,/Users/brian/Desktop/VCL318/Swin-ViT/ViTUnet vs SwinUnet/Dataset/processed/Kvasir-SEG/images/cju2srvy5440s0801y1ba9akr.jpg,0.953264,0.976073,0.998262
cju2sszfq3uye0878sucelzk2,/Users/brian/Desktop/VCL318/Swin-ViT/ViTUnet vs SwinUnet/Dataset/processed/Kvasir-SEG/images/cju2sszfq3uye0878sucelzk2.jpg,0.641442,0.781559,0.979153
cju2suk42469908015ngmq6f2,/Users/brian/Desktop/VCL318/Swin-ViT/ViTUnet vs SwinUnet/Dataset/processed/Kvasir-SEG/images/cju2suk42469908015ngmq6f2.jpg,0.955662,0.977328,0.998166
cju2sxf3iqbpv09937iksn8ep,/Users/brian/Desktop/VCL318/Swin-ViT/ViTUnet vs SwinUnet/Dataset/processed/Kvasir-SEG/images/cju2sxf3iqbpv09937iksn8ep.jpg,0.934471,0.966126,0.996386
cju2syxa93yw40799x2iuwabz,/Users/brian/Desktop/VCL318/Swin-ViT/ViTUnet vs SwinUnet/Dataset/processed/Kvasir-SEG/images/cju2syxa93yw40799x2iuwabz.jpg,0.889661,0.941609,0.990678
cju2t16vuucaq0835xcpsivn2,/Users/brian/Desktop/VCL318/Swin-ViT/ViTUnet vs SwinUnet/Dataset/processed/Kvasir-SEG/images/cju2t16vuucaq0835xcpsivn2.jpg,0.945665,0.972074,0.997237
cju2t2ivz43i10878zeg8r1br,/Users/brian/Desktop/VCL318/Swin-ViT/ViTUnet vs SwinUnet/Dataset/processed/Kvasir-SEG/images/cju2t2ivz43i10878zeg8r1br.jpg,0.921964,0.959398,0.997991
cju2t3ibkuecr0835o7si16zv,/Users/brian/Desktop/VCL318/Swin-ViT/ViTUnet vs SwinUnet/Dataset/processed/Kvasir-SEG/images/cju2t3ibkuecr0835o7si16zv.jpg,0.870302,0.930654,0.98885
cju2t62nq45jl0799odpufwx6,/Users/brian/Desktop/VCL318/Swin-ViT/ViTUnet vs SwinUnet/Dataset/processed/Kvasir-SEG/images/cju2t62nq45jl0799odpufwx6.jpg,0.962229,0.980751,0.999152
cju2t9tdwuk700835kv0ljmtl,/Users/brian/Desktop/VCL318/Swin-ViT/ViTUnet vs SwinUnet/Dataset/processed/Kvasir-SEG/images/cju2t9tdwuk700835kv0ljmtl.jpg,0.958569,0.978847,0.998957
cju2ti1du4idn0878giuozonw,/Users/brian/Desktop/VCL318/Swin-ViT/ViTUnet vs SwinUnet/Dataset/processed/Kvasir-SEG/images/cju2ti1du4idn0878giuozonw.jpg,0.930462,0.963979,0.996938
cju2tjrog4jy30878pawyazqc,/Users/brian/Desktop/VCL318/Swin-ViT/ViTUnet vs SwinUnet/Dataset/processed/Kvasir-SEG/images/cju2tjrog4jy30878pawyazqc.jpg,0.94262,0.970463,0.997263
cju2top2ruxxy0988p1svx36g,/Users/brian/Desktop/VCL318/Swin-ViT/ViTUnet vs SwinUnet/Dataset/processed/Kvasir-SEG/images/cju2top2ruxxy0988p1svx36g.jpg,0.945492,0.971982,0.998438
cju2tpfa5uyx408359datxqqj,/Users/brian/Desktop/VCL318/Swin-ViT/ViTUnet vs SwinUnet/Dataset/processed/Kvasir-SEG/images/cju2tpfa5uyx408359datxqqj.jpg,0.912621,0.954315,0.9938
